account_id,entry_id,transfer_id,customer_id,entry_type,amount,balance_after,counterparty_customer_id,counterparty_account_id
710000037,720000135,730000135,700000014,CREDIT,200.00,1000.00,,
710000020,720000136,730000136,700000014,CREDIT,400.00,400.00,,
710000020,720000137,730000137,700000014,CREDIT,400.00,800.00,,
710000020,720000138,730000138,700000014,CREDIT,400.00,1200.00,,
710000020,720000139,730000139,700000014,CREDIT,400.00,1600.00,,
710000020,720000140,730000140,700000014,CREDIT,400.00,2000.00,,
710000022,720000141,730000141,700000015,CREDIT,200.00,200.00,,
710000022,720000142,730000142,700000015,CREDIT,200.00,400.00,,
710000022,720000143,730000143,700000015,CREDIT,200.00,600.00,,
710000022,720000144,730000144,700000015,CREDIT,200.00,800.00,,
710000022,720000145,730000145,700000015,CREDIT,200.00,1000.00,,
710000038,720000146,730000146,700000015,CREDIT,400.00,400.00,,
710000038,720000147,730000147,700000015,CREDIT,400.00,800.00,,
710000038,720000148,730000148,700000015,CREDIT,400.00,1200.00,,
710000038,720000149,730000149,700000015,CREDIT,400.00,1600.00,,
710000038,720000150,730000150,700000015,CREDIT,400.00,2000.00,,
710000039,720000151,730000151,700000016,CREDIT,200.00,200.00,,
710000039,720000152,730000152,700000016,CREDIT,200.00,400.00,,
710000039,720000153,730000153,700000016,CREDIT,200.00,600.00,,
710000039,720000154,730000154,700000016,CREDIT,200.00,800.00,,
710000039,720000155,730000155,700000016,CREDIT,200.00,1000.00,,
710000023,720000156,730000156,700000016,CREDIT,400.00,400.00,,
710000023,720000157,730000157,700000016,CREDIT,400.00,800.00,,
710000023,720000158,730000158,700000016,CREDIT,400.00,1200.00,,
710000023,720000159,730000159,700000016,CREDIT,400.00,1600.00,,
710000023,720000160,730000160,700000016,CREDIT,400.00,2000.00,,
710000025,720000161,730000161,700000017,CREDIT,200.00,200.00,,
710000025,720000162,730000162,700000017,CREDIT,200.00,400.00,,
710000025,720000163,730000163,700000017,CREDIT,200.00,600.00,,
710000025,720000164,730000164,700000017,CREDIT,200.00,800.00,,
710000025,720000165,730000165,700000017,CREDIT,200.00,1000.00,,
710000040,720000166,730000166,700000017,CREDIT,400.00,400.00,,
710000040,720000167,730000167,700000017,CREDIT,400.00,800.00,,
710000040,720000168,730000168,700000017,CREDIT,400.00,1200.00,,
710000040,720000169,730000169,700000017,CREDIT,400.00,1600.00,,
710000040,720000170,730000170,700000017,CREDIT,400.00,2000.00,,
710000041,720000171,730000171,700000018,CREDIT,200.00,200.00,,
710000041,720000172,730000172,700000018,CREDIT,200.00,400.00,,
710000041,720000173,730000173,700000018,CREDIT,200.00,600.00,,
710000041,720000174,730000174,700000018,CREDIT,200.00,800.00,,
710000041,720000175,730000175,700000018,CREDIT,200.00,1000.00,,
710000026,720000176,730000176,700000018,CREDIT,400.00,400.00,,
710000026,720000177,730000177,700000018,CREDIT,400.00,800.00,,
710000026,720000178,730000178,700000018,CREDIT,400.00,1200.00,,
710000026,720000179,730000179,700000018,CREDIT,400.00,1600.00,,
710000026,720000180,730000180,700000018,CREDIT,400.00,2000.00,,
710000027,720000181,730000181,700000019,CREDIT,200.00,200.00,,
710000027,720000182,730000182,700000019,CREDIT,200.00,400.00,,
710000027,720000183,730000183,700000019,CREDIT,200.00,600.00,,
710000027,720000184,730000184,700000019,CREDIT,200.00,800.00,,
710000027,720000185,730000185,700000019,CREDIT,200.00,1000.00,,
710000042,720000186,730000186,700000019,CREDIT,400.00,400.00,,
710000042,720000187,730000187,700000019,CREDIT,400.00,800.00,,
710000042,720000188,730000188,700000019,CREDIT,400.00,1200.00,,
710000042,720000189,730000189,700000019,CREDIT,400.00,1600.00,,
710000042,720000190,730000190,700000019,CREDIT,400.00,2000.00,,
710000043,720000191,730000191,700000022,CREDIT,200.00,200.00,,
710000043,720000192,730000192,700000022,CREDIT,200.00,400.00,,
710000043,720000193,730000193,700000022,CREDIT,200.00,600.00,,
710000043,720000194,730000194,700000022,CREDIT,200.00,800.00,,
710000043,720000195,730000195,700000022,CREDIT,200.00,1000.00,,
710000030,720000196,730000196,700000022,CREDIT,400.00,400.00,,
710000030,720000197,730000197,700000022,CREDIT,400.00,800.00,,
710000030,720000198,730000198,700000022,CREDIT,400.00,1200.00,,
710000030,720000199,730000199,700000022,CREDIT,400.00,1600.00,,
710000030,720000200,730000200,700000022,CREDIT,400.00,2000.00,,
